LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3
ID618968,618968,2,3.797091484,14.14871018,23.45952256,0,12,4,0.25,1,,25.50819672,26,16,31,1556,3.86705293,19.60655738,19,15,28,1196,2.911349564,24.96721311,25,13,38,1523,6.683230788,,,0.013939746,0.181372883,-0.010926998,-0.148802245,0.390088576,2.096690673
ID618858,618858,2,5.992566109,14.21580457,23.46940892,0,15,5,0.25,1,,24.03278689,25,18,28,1466,2.85754681,21.75409836,22,13,31,1327,3.404192208,32.37704918,30,15,59,1975,11.54435495,,,0.001156303,0.019427209,0.042152022,0.516945011,0.481756197,1.823677948
ID619345,619345,2,3.797861814,14.31786124,23.22121639,0,18,6,0.25,1,,17.85245902,17,13,23,1089,2.535324211,24.01639344,24,17,29,1465,2.941041784,25.47540984,26,14,43,1554,6.72707603,,,-0.052467656,-0.779816021,0.048219563,0.751289993,0.393814307,2.139988357
ID619219,619219,2,2.119665384,14.21133309,23.29338516,0,21,7,0.25,1,,20.49180328,19,12,32,1250,4.552006703,23.16393443,23,18,30,1413,2.799882902,16.98360656,17,8,28,1036,4.432801234,,,-0.017896602,-0.164066781,0.033835102,0.541525202,0.284504105,1.697206549
ID618486,618486,2,3.132292271,14.23357183,23.28000073,0,24,8,0.25,1,,23.81967213,24,17,31,1453,3.584727775,20.3442623,21,14,26,1241,3.076173196,22.1147541,22,13,33,1349,5.076410676,,,0.023468767,0.30473706,0.025282824,0.326169283,0.370927043,2.357379572
ID619417,619417,2,3.483069897,14.30135328,23.50899611,0,27,9,0.25,1,,24.47540984,25,18,31,1493,3.160203355,19.24590164,19,15,27,1174,2.82049486,22.2295082,22,12,37,1356,6.466306114,,,0.012417885,0.189990886,0.015785618,0.212081353,0.394694858,1.945744712
ID618778,618778,2,4.109028339,14.38881776,23.14025554,0,30,10,0.25,1,,18.75409836,19,14,25,1144,2.487674535,22.85245902,23,17,28,1394,2.749764024,25.57377049,24,14,45,1560,7.506572712,,,-0.036809009,-0.576201436,0.032875155,0.529038758,0.413185303,1.992181104
ID618415,618415,2,4.740521431,14.30194051,23.10444594,0,33,11,0.25,1,,17.63934426,17,11,26,1076,3.549801811,23.72131148,24,16,33,1447,4.211615476,27.8852459,27,15,46,1701,8.878998368,,,-0.035041503,-0.360896284,0.045050442,0.485603475,0.433185647,1.898506578
ID619037,619037,2,4.195662498,14.29534676,23.24841528,0,36,12,0.25,1,,21.49180328,21,14,32,1311,4.101312598,21.47540984,22,15,28,1310,3.654251211,25.7704918,25,13,41,1572,7.403587965,,,0.011438829,0.118528264,0.039846657,0.450397164,0.423246483,2.070254322
ID619284,619284,2,4.799396038,14.25108628,23.13900801,0,39,13,0.25,1,,22.52459016,22,14,31,1374,3.770970509,19.47540984,20,15,25,1188,2.240584428,27.85245902,27,14,49,1699,9.262533969,,,0.010879039,0.128565693,-0.048750361,-0.890919819,0.446020378,1.855000427
