LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3
ID622192,622192,0,2.195032358,14.78482666,9.611877984,0,0,0,0.25,1,,21.90163934,22,14,30,1336,3.519966468,36.03278689,36,27,48,2198,3.991521068,18.83606557,19,10,28,1149,4.858601746,,,0.01885746,0.230323289,-0.024400824,-0.451567299,0.248373356,1.542657101
ID620643,620643,0,1.641331673,14.84686099,9.629806233,0,3,1,0.25,1,,21.62295082,21,17,28,1319,2.829392953,35.49180328,35,26,45,2165,4.43705214,17.57377049,18,11,24,1072,3.298782687,,,0.032368238,0.479221299,-0.033157197,-0.548637476,0.210091364,1.849827698
ID622774,622774,0,1.922954798,14.86321321,9.670455167,0,6,2,0.25,1,,23.91803279,24,16,33,1459,4.659381511,31.68852459,32,21,43,1933,5.100787467,18.67213115,19,11,27,1139,4.158209997,,,0.073792274,0.705533763,-0.071876078,-0.962217373,0.20657869,1.537614036
ID620242,620242,0,2.340742588,14.79604061,9.522856327,0,9,3,0.25,1,,23.16393443,24,17,31,1413,3.220664154,32.16393443,31,25,41,1962,3.426272649,18.67213115,18,10,29,1139,5.290624763,,,0.033311035,0.463717981,-0.086285229,-1.772976806,0.25280604,1.424362499
ID622478,622478,0,1.944112659,14.84904068,9.615742566,0,12,4,0.25,1,,22.2295082,22,15,29,1356,3.195796419,33.44262295,33,23,40,2040,3.926510708,18.8852459,17,10,31,1152,5.244356842,,,0.051239189,0.678080801,-0.044876493,-0.80035547,0.222705001,1.311803199
ID621222,621222,0,2.067879438,14.85240048,9.570198139,0,15,5,0.25,1,,24,24,17,31,1464,2.804757862,34.90163934,35,27,45,2129,4.264992841,18.19672131,18,9,31,1110,5.265673974,,,0.050876975,0.828543407,-0.039055427,-0.665182129,0.236862765,1.323562495
ID620374,620374,0,2.001048803,14.83039516,9.582044379,0,18,6,0.25,1,,21.81967213,22,13,29,1331,3.227528449,33.14754098,34,26,44,2022,3.87657953,18.21311475,18,9,29,1111,5.17079863,,,-0.002174501,-0.029465456,-0.057286472,-1.039213912,0.225696654,1.29717543
ID621501,621501,0,2.318354607,14.81033379,9.547740945,0,21,7,0.25,1,,24.54098361,24,16,31,1497,2.711541815,30.18032787,30,24,38,1841,3.329205094,19.1147541,17,10,32,1166,5.341967055,,,0.087659838,1.458858687,-0.084714786,-1.678093547,0.245953396,1.412695399
ID620785,620785,0,1.949560642,14.82260285,9.502991392,0,24,8,0.25,1,,24.50819672,24,17,30,1495,2.772621809,34.91803279,36,27,42,2130,3.77842596,17.49180328,17,5,32,1067,5.866921256,,,0.060407607,1.007092861,-0.044202572,-0.854772469,0.19751941,0.983516246
ID621925,621925,0,1.906912684,14.88013815,9.536416202,0,27,9,0.25,1,,24.21311475,25,18,29,1477,2.933227768,32.50819672,32,23,40,1983,4.064574397,18.2295082,17,11,32,1112,4.811075565,,,0.060933304,0.94820341,-0.029313234,-0.483050375,0.222619256,1.379857584
ID621356,621356,0,1.780771136,14.96460326,9.620120393,0,30,10,0.25,1,,25.98360656,26,17,32,1585,3.943314187,32.93442623,33,25,48,2009,4.541911684,17.42622951,17,9,27,1063,4.42515166,,,0.100614104,1.204735861,-0.058134083,-0.895123915,0.225576962,1.449637519
ID620937,620937,0,1.5938586,15.02213547,9.768031283,0,33,11,0.25,1,,22.98360656,22,16,30,1402,3.739393013,36.47540984,37,27,47,2225,4.345904422,17.40983607,17,11,23,1062,3.185263198,,,0.055185656,0.642901427,-0.027298244,-0.471091225,0.200882775,1.828611462
ID622342,622342,0,2.354219675,14.99557035,9.649349504,0,36,12,0.25,1,,23.13114754,24,14,29,1411,3.579922764,34.75409836,35,26,45,2120,4.076991283,19.42622951,21,8,31,1185,5.590047753,,,0.044793827,0.554039961,-0.024269058,-0.42405197,0.261393121,1.4402792
ID621639,621639,0,2.411394596,14.97689262,9.677888549,0,39,13,0.25,1,,24.80327869,25,17,29,1513,2.234723489,33.95081967,34,24,45,2071,4.518208456,20.06557377,19,9,37,1224,5.372364012,,,0.06623743,1.37900183,-0.064550569,-1.03703581,0.270671924,1.591204225
ID621077,621077,0,2.382832527,15.01253594,9.715196973,0,42,14,0.25,1,,24.68852459,25,16,32,1506,3.074307421,32.08196721,32,25,41,1957,3.81355076,19.7704918,18,11,36,1206,5.939678562,,,0.068901341,1.035304001,-0.073781358,-1.340277061,0.248601429,1.32545296
ID622894,622894,0,2.016219139,14.97530908,9.673131947,0,45,15,0.25,1,,25.93442623,25,17,33,1582,3.285670162,33.70491803,34,23,40,2056,3.760958487,19.18032787,19,10,37,1170,5.687730059,,,0.080542382,1.176698883,-0.044222309,-0.829295408,0.222929936,1.229458465
ID620499,620499,0,2.190111876,14.92684875,9.649369584,0,48,16,0.25,1,,24.70491803,25,19,33,1507,3.164091562,34.04918033,34,24,42,2077,3.90480998,19.96721311,21,10,32,1218,5.31967171,,,0.066085723,0.968010097,-0.040073527,-0.728041861,0.228917113,1.398357724
ID622067,622067,0,1.956109524,14.99430668,9.658558978,0,51,17,0.25,1,,24.68852459,25,16,33,1506,2.866711145,32.01639344,31,26,46,1953,3.955973556,18.86885246,19,10,29,1151,4.299129407,,,0.063277734,1.025050813,-0.059197057,-1.018475236,0.218703846,1.57526348
ID622640,622640,0,2.250072479,14.94722102,9.633549732,0,54,18,0.25,1,,24.14754098,24,18,32,1473,3.27025007,35.86885246,36,28,47,2188,3.943244898,19.78688525,19,9,31,1207,5.250761069,,,0.034562846,0.493372079,-0.004029526,-0.073603963,0.249662483,1.505725232
ID621788,621788,0,1.782336116,14.98450711,9.669551402,0,57,19,0.25,1,,26.29508197,26,18,38,1604,3.560637875,34.42622951,35,26,45,2100,4.116871856,19.98360656,19,11,27,1219,3.556645439,,,0.089062274,1.207863292,-0.030713734,-0.529947279,0.205706402,1.917209333
ID623323,623323,0,2.343609095,14.98145661,9.685723802,0,60,20,0.25,1,,25,25,17,35,1525,3.890158523,34.36065574,35,26,47,2096,5.266348472,20.80327869,20,11,31,1269,4.549064637,,,0.057946622,0.703990942,-0.049548215,-0.68026757,0.258988892,1.881477005
ID623470,623470,0,1.97483933,14.91541848,9.651895615,0,63,21,0.25,1,,25.98360656,26,18,33,1585,3.640017414,33.47540984,34,24,41,2042,3.608353999,18.57377049,18,9,32,1133,5.321212319,,,0.071976851,0.958591122,-0.055872621,-1.098032556,0.22871403,1.299455682
ID623031,623031,0,1.847488403,14.85424056,9.587785837,0,66,22,0.25,1,,24.98360656,25,17,32,1524,3.143733467,31.85245902,32,22,44,1943,4.392554555,19.44262295,19,11,29,1186,4.395166247,,,0.072321236,1.071964347,-0.057257659,-0.880838666,0.197326985,1.45808638
ID623176,623176,0,2.025865793,14.89408149,9.6007097,0,69,23,0.25,1,,26.03278689,25,18,33,1588,3.714688022,34.27868852,34,27,42,2091,3.679362026,19.26229508,19,11,26,1175,3.859627095,,,0.074426964,0.970916131,-0.054903119,-1.082436326,0.239964264,1.931657312
ID624154,624154,0,1.489150643,14.96630571,9.71233986,0,72,24,0.25,1,,24.8852459,24,19,33,1518,3.251145237,36.24590164,37,27,45,2211,4.548463981,17.7704918,17,12,25,1084,2.854198327,,,0.066060153,0.948622505,-0.022728072,-0.370656237,0.197718619,2.055597419
ID623872,623872,0,1.509552598,14.90150701,9.62989566,0,75,25,0.25,1,,24.6557377,24,18,32,1504,3.506590205,33.54098361,33,25,49,2046,4.941571176,17.29508197,18,8,24,1055,3.073240756,,,0.035484464,0.481900797,-0.047885216,-0.682736118,0.202438811,1.894902327
ID624722,624722,0,1.924258471,14.90888994,9.614234012,0,78,26,0.25,1,,24.7704918,25,17,32,1511,3.257777579,33.24590164,32,27,43,2028,4.27260942,17.49180328,17,6,26,1067,4.440806799,,,0.037309212,0.546954295,-0.047587536,-0.777576383,0.233505756,1.491279715
ID624434,624434,0,1.666553497,14.81273653,9.607143653,0,81,27,0.25,1,,26.31147541,26,17,34,1605,4.417921772,32.01639344,32,22,41,1953,3.561328419,18.1147541,18,12,28,1105,3.759868618,,,0.072219576,0.802284454,-0.066058037,-1.271733626,0.235448635,1.836374493
ID624007,624007,0,1.589133859,14.82442654,9.629962598,0,84,28,0.25,1,,24.54098361,25,17,32,1497,3.672300689,34.21311475,34,25,42,2087,3.307137504,17.14754098,17,8,24,1046,3.789617683,,,0.05511193,0.698121177,-0.029533145,-0.6296502,0.202385229,1.523251543
ID623602,623602,0,1.695578814,14.81745259,9.579588274,0,87,29,0.25,1,,24.40983607,24,19,34,1489,3.537310886,31.03278689,30,22,40,1893,4.273824256,16.50819672,15,8,25,1007,4.735057025,,,0.022385556,0.302186324,-0.076917962,-1.210100898,0.177140238,1.049284933
ID623730,623730,0,1.386721492,14.74620737,9.609692134,0,90,30,0.25,1,,26.45901639,27,17,34,1614,4.027297566,33.73770492,32,25,47,2058,5.179773609,16.6557377,16,10,25,1016,3.255176626,,,0.073760964,0.9026283,-0.032361219,-0.435658667,0.183114993,1.583858051
ID624584,624584,0,1.574258685,14.69319643,9.523369543,0,93,31,0.25,1,,26.19672131,26,19,36,1598,3.740854056,33.39344262,32,25,49,2037,5.989654104,18.63934426,19,10,25,1137,3.109302102,,,0.058013403,0.767968392,-0.040312229,-0.4683778,0.215791584,2.128007113
ID624289,624289,0,1.651712656,14.73632299,9.514669793,0,96,32,0.25,1,,26,27,17,33,1586,3.825354014,31.63934426,31,25,37,1930,2.516828606,17.08196721,16,10,27,1042,4.491826213,,,0.070785071,0.898609642,-0.045874858,-1.208852249,0.174975894,1.132646008
ID624853,624853,0,1.366320252,14.65977651,9.503870019,0,99,33,0.25,1,,25.75409836,26,19,33,1571,3.319918361,31.68852459,32,25,41,1933,3.485880968,16.40983607,17,10,22,1001,3.029725231,,,0.052319895,0.771379373,-0.061489994,-1.191200887,0.165713303,1.539914523
ID625401,625401,0,1.491324663,14.64158848,9.515610705,0,102,34,0.25,1,,24.09836066,24,17,33,1470,3.340184217,33.09836066,34,20,42,2019,4.887756534,17.09836066,17,11,24,1043,3.394627707,,,0.021718226,0.306718718,-0.016103666,-0.221667654,0.188438543,1.597295716
ID625256,625256,0,1.79908967,14.57453753,9.451137807,0,105,35,0.25,1,,24.18032787,24,16,31,1475,3.222360402,33.40983607,33,25,45,2038,4.709483514,18.73770492,19,11,26,1143,3.549186007,,,0.01961462,0.288710061,-0.004222549,-0.060164931,0.23287369,1.994433088
ID624993,624993,0,1.957620144,14.64599931,9.49628062,0,108,36,0.25,1,,25.06557377,24,19,35,1529,4.385084007,34.67213115,34,23,47,2115,6.347496387,19.37704918,19,11,28,1182,3.799841814,,,0.036845816,0.406259688,-0.015702902,-0.174285715,0.225566811,1.877112613
ID625124,625124,0,1.297527075,14.54017234,9.474016809,0,111,37,0.25,1,,23.54098361,24,13,30,1436,4.217320518,31.80327869,31,22,48,1940,4.556386259,17.16393443,18,12,22,1047,2.589596673,,,0.018211997,0.199681283,-0.01057265,-0.149169938,0.17386402,1.963390293
ID625535,625535,0,1.295778871,14.56161373,9.460256996,0,114,38,0.25,1,,24.24590164,24,17,32,1479,4.388073752,31.68852459,32,19,47,1933,5.838210295,17.70491803,18,12,23,1080,2.571278944,,,0.016105989,0.175163171,-0.027618751,-0.308332808,0.164217225,1.94249277
ID625672,625672,0,1.203521013,14.58589157,9.536506501,0,117,39,0.25,1,,24.45901639,24,18,33,1492,3.766403105,35.27868852,35,21,50,2152,6.457892194,17.75409836,18,10,25,1083,2.705893184,,,0.021448743,0.272726573,0.011406468,0.123218839,0.162963663,1.838834326
ID625822,625822,0,1.179432154,14.61239893,9.52981366,0,120,40,0.25,1,,24.95081967,26,17,34,1522,4.540287177,32.55737705,32,22,40,1986,2.630111469,16.06557377,16,8,22,980,3.081497755,,,0.022033827,0.236949697,-0.016047056,-0.403762785,0.140013153,1.280629065
