Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Mean ch3,Median ch3,Min ch3,Max ch3,Sum ch3,Std ch3,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2,Ctrst ch3,SNR ch3
ID207978,207978,3,11.06364632,12.49264676,17.0278847,0,264,88,0.25,1,,39.81967213,38,27,60,2429,9.189682977,225.442623,225,185,280,13752,23.71955915,55.31147541,49,20,108,3374,21.20891399,,,-0.005515557,-0.048063846,-0.00684704,-0.131052748,0.543394186,1.83639007
ID207873,207873,3,5.618570328,12.55287091,17.19262329,0,267,89,0.25,1,,40.03278689,40,32,52,2442,4.33192495,248.6229508,250,182,330,15166,34.17268106,33.06557377,32,14,57,2017,11.31056859,,,-0.014699544,-0.275740198,0.045874683,0.638242308,0.411560744,1.704731527
ID199960,199960,4,15.27522087,22.72549149,20.18684324,0,0,0,0.25,1,,24.80327869,25,19,31,1513,3.443930275,327.4262295,321,233,413,19973,41.23407127,59.96721311,42,17,151,3658,39.14884724,,,-0.070442546,-1.091549774,-0.019014566,-0.307830109,0.653590247,1.210884009
ID200349,200349,4,16.9183712,22.72577549,20.22434688,0,3,1,0.25,1,,24.72131148,24,19,32,1508,3.256435411,301.7213115,300,219,390,18405,36.49709173,67.2295082,60,18,183,4101,42.51485758,,,-0.065713164,-1.06790147,-0.0419122,-0.723290691,0.678068831,1.277948087
ID199503,199503,4,17.36511993,22.69295221,20.23910265,0,6,2,0.25,1,,24.95081967,24,18,34,1522,3.997608575,308.7540984,311,239,403,18834,31.08839855,66.83606557,54,20,194,4077,46.05184771,,,-0.061612835,-0.819603269,-0.037490937,-0.773687965,0.677915093,1.17273297
ID199282,199282,4,17.55132294,22.66550224,20.27259383,0,9,3,0.25,1,,26.39344262,27,15,40,1610,3.895632976,315.0819672,308,226,412,19220,37.49146351,66.18032787,45,17,198,4037,45.97408988,,,-0.029231652,-0.408024044,-0.026581027,-0.458979296,0.685057316,1.170463838
ID200842,200842,4,17.32836151,22.65672251,20.25060249,0,12,4,0.25,1,,25.75409836,24,16,37,1571,4.129793125,303.5245902,301,208,390,18515,35.08542269,63.7704918,52,18,180,3890,45.84844361,,,-0.058304242,-0.772213852,-0.047497116,-0.862776106,0.66923482,1.115286019
ID199704,199704,4,17.06372452,22.64204383,20.23197959,0,15,5,0.25,1,,26.6557377,26,18,39,1626,3.572511936,336.4754098,335,247,443,20525,39.99566916,62.75409836,52,14,172,3828,43.79941238,,,-0.036909776,-0.571901779,-0.004407462,-0.074486455,0.681119569,1.160990217
ID200519,200519,4,17.94811058,22.65173999,20.18547556,0,18,6,0.25,1,,25.36065574,27,14,35,1547,4.483424238,334.4098361,334,251,449,20399,33.62557412,65.32786885,46,15,154,3985,44.64591109,,,-0.052790693,-0.6305101,-0.0244716,-0.498955464,0.675719909,1.180081717
ID200996,200996,4,18.59967041,22.65790936,20.13704487,0,21,7,0.25,1,,26.98360656,26,20,41,1646,4.741630533,301.0163934,302,197,373,18362,40.53413862,67.54098361,47,15,170,4120,46.1217858,,,-0.041852158,-0.497150193,-0.058361444,-0.920536449,0.696451027,1.202376607
ID201124,201124,4,20.23753166,22.6433952,20.16861399,0,24,8,0.25,1,,25.83606557,26,19,33,1576,3.620222497,321.4590164,325,247,401,19609,37.45778681,72.59016393,51,15,188,4428,48.81542688,,,-0.027051296,-0.396843481,-0.036882557,-0.65728734,0.692855421,1.217232199
ID199398,199398,4,25.33965302,22.63876191,20.12930467,0,27,9,0.25,1,,26.98360656,27,19,35,1646,3.640017414,312.8688525,311,233,408,19085,39.35669168,92.03278689,73,20,250,5614,64.13162694,,,-0.021317135,-0.322933717,-0.042148669,-0.69961563,0.735930736,1.216759821
ID199598,199598,4,25.92493629,22.62761815,20.20014798,0,30,10,0.25,1,,25.27868852,25,17,36,1542,3.856298517,315.5245902,311,201,435,19247,47.69193033,90.19672131,65,17,253,5502,64.64874829,,,-0.053901985,-0.746934495,-0.037103447,-0.509862334,0.73165524,1.178977948
ID199806,199806,4,24.25285721,22.63695418,20.19331497,0,33,11,0.25,1,,23.60655738,24,17,34,1440,3.221173122,326.6065574,329,214,441,19923,43.80269348,85.2295082,54,17,245,5199,64.45964977,,,-0.068310651,-1.074647127,-0.037669757,-0.583744445,0.734711714,1.120009456
ID199965,199965,4,20.69613457,22.58996405,20.21365397,0,36,12,0.25,1,,23.72131148,24,17,32,1447,3.445437309,326.9016393,325,210,442,19941,39.64875152,75.08196721,59,14,191,4580,52.4764376,,,-0.06453645,-0.949953928,-0.035378678,-0.604786823,0.708125931,1.186292832
ID201001,201001,4,17.10536385,22.61108402,20.13847642,0,39,13,0.25,1,,26.50819672,26,18,40,1617,4.822250342,318.3770492,311,230,424,19421,45.99788543,63.27868852,55,11,152,3860,39.89199216,,,-0.022477468,-0.252802306,-0.045202711,-0.655370955,0.691397614,1.296832552
ID200321,200321,4,17.31789207,22.64406999,20.10946986,0,42,14,0.25,1,,27,26,19,42,1647,4.358898944,334.5081967,338,254,421,20405,36.73083307,63.8852459,47,14,180,3897,45.72092824,,,-0.011750026,-0.147295329,-0.046710845,-0.892481146,0.692731619,1.14364815
ID201211,201211,4,15.70358276,22.58818643,20.16834383,0,45,15,0.25,1,,24.90163934,25,17,31,1519,3.46268161,338.5081967,336,266,419,20649,33.62073911,61.50819672,47,12,178,3752,42.74327353,,,-0.044300619,-0.666705227,-0.041450112,-0.870768905,0.683787522,1.168770107
ID200375,200375,4,12.93291283,22.55088244,20.26221033,0,48,16,0.25,1,,24.13114754,24,16,35,1472,3.930544533,362.852459,351,268,481,22134,57.13312993,49.27868852,40,14,117,3006,30.74146556,,,-0.073001424,-0.966957786,-0.006850177,-0.087611085,0.637034527,1.247583726
ID200101,200101,4,10.86706924,22.54196206,20.33916986,0,51,17,0.25,1,,24.55737705,24,19,32,1498,3.013992868,352.3114754,349,237,500,21491,57.23185039,44.60655738,33,11,112,2721,25.92957044,,,-0.057246811,-0.989516502,-0.018450937,-0.231433069,0.60995633,1.303520985
ID200733,200733,4,12.55783749,22.49933069,20.33463529,0,54,18,0.25,1,,23.7704918,24,16,33,1450,3.402907789,332.5081967,326,227,438,20283,49.29321216,53.32786885,44,16,124,3253,28.33062025,,,-0.078866631,-1.196158562,-0.036354471,-0.508962453,0.59719911,1.407629091
ID200636,200636,4,11.84096909,22.54797365,20.33053769,0,57,19,0.25,1,,26.26229508,26,15,42,1602,5.461689724,334.6721311,339,222,438,20415,50.21544295,46.83606557,41,12,99,2857,27.6551263,,,-0.061600443,-0.631294044,-0.024596958,-0.33613176,0.627288026,1.305681719
ID201309,201309,4,15.2768755,22.54521432,20.2482672,0,60,20,0.25,1,,25.2295082,25,17,34,1539,3.002184997,318.1967213,314,214,427,19410,44.22850501,57.81967213,45,11,162,3527,40.30157491,,,-0.040370723,-0.707073193,-0.034925255,-0.520717384,0.666155347,1.147211864
ID202467,202467,4,13.94008255,22.52218497,20.37365238,0,63,21,0.25,1,,22.95081967,23,15,33,1400,4.063767667,319.852459,313,248,436,19511,43.30082219,56.73770492,49,13,157,3461,37.4053925,,,-0.081585681,-1.003401216,-0.019669356,-0.296415641,0.666411791,1.213187387
ID201518,201518,4,16.16761971,22.53188031,20.27504309,0,66,22,0.25,1,,24.13114754,25,16,31,1472,3.993642489,313.9180328,308,219,405,19149,40.17474127,60.40983607,49,11,163,3685,41.36277596,,,-0.082315394,-1.083992807,-0.039109219,-0.636060303,0.682414879,1.184795407
ID201417,201417,4,16.32897758,22.6007377,20.30242899,0,69,23,0.25,1,,27.80327869,26,19,41,1696,4.497479561,316.9016393,311,205,452,19331,47.52041839,65.7704918,51,15,183,4012,44.40848021,,,-0.034301363,-0.439163842,-0.046803952,-0.654899283,0.673427648,1.192008019
ID201706,201706,4,14.81889153,22.49803433,20.35076094,0,72,24,0.25,1,,22.72131148,23,16,29,1386,2.927633558,363.4098361,363,276,440,22168,39.5682436,65.68852459,59,18,153,4007,34.50919732,,,-0.061163539,-1.011228573,0.0089134,0.162281646,0.603250003,1.432454146
ID201908,201908,4,17.18789101,22.50459582,20.37522369,0,75,25,0.25,1,,24,24,17,33,1464,2.851899951,350.0819672,344,276,450,21355,34.82302643,73.80327869,63,24,163,4502,37.23610241,,,-0.061854525,-1.109706785,-0.015590087,-0.318423999,0.644706171,1.553870924
ID202168,202168,4,15.69425488,22.508143,20.36639729,0,78,26,0.25,1,,24.62295082,24,17,33,1502,4.378599222,323.5245902,324,232,421,19735,43.52225735,63.81967213,55,16,178,3893,39.28083001,,,-0.061641538,-0.73882161,-0.037278383,-0.575681429,0.673053233,1.307204588
ID201604,201604,4,13.99751186,22.48479945,20.35107566,0,81,27,0.25,1,,26.70491803,27,14,33,1629,3.760958487,328.6557377,324,234,441,20048,46.58715318,56.39344262,47,14,131,3440,32.37914899,,,-0.01280546,-0.184210818,-0.030777292,-0.448034919,0.640367609,1.359819749
ID201986,201986,4,11.73211384,22.46918345,20.37725624,0,84,28,0.25,1,,23.83606557,23,16,33,1454,3.839185364,313.4262295,307,234,439,19119,48.675613,48.08196721,40,12,125,2933,30.2237738,,,-0.079218697,-1.068308518,-0.051195683,-0.694881244,0.624355515,1.222966042
ID202369,202369,4,13.99311352,22.43305381,20.2963439,0,87,29,0.25,1,,25.37704918,25,20,35,1548,3.769013728,328.9344262,324,256,426,20065,41.50617177,53.98360656,44,14,129,3293,33.23978129,,,-0.032140834,-0.447186172,-0.033131186,-0.543120349,0.657829285,1.288864109
ID202664,202664,4,11.44006348,22.43807149,20.335044,0,90,30,0.25,1,,23.37704918,24,16,33,1426,4.370979808,327.1639344,314,206,421,19957,51.67177835,44.91803279,34,12,109,2740,26.99771292,,,-0.066123652,-0.757370422,-0.031105361,-0.406537588,0.637006448,1.29484322
ID202083,202083,4,14.80941582,22.46633655,20.33978241,0,93,31,0.25,1,,25.72131148,26,17,41,1569,4.41637539,322.7704918,307,242,441,19689,48.34300826,58.37704918,48,13,140,3561,34.54232377,,,-0.061280684,-0.760405011,-0.028544596,-0.39236583,0.659113681,1.342779696
ID202257,202257,4,15.17679501,22.46883387,20.22767952,0,96,32,0.25,1,,25.31147541,26,18,37,1544,3.485880968,312.8852459,312,244,404,19086,34.03826198,57.1147541,50,11,150,3484,37.8541492,,,-0.046467113,-0.707693035,-0.037636239,-0.718976446,0.676596082,1.217771621
ID201807,201807,4,14.81852245,22.47243729,20.28584886,0,99,33,0.25,1,,25.18032787,25,19,35,1536,3.607899651,314.2622951,308,226,424,19170,49.3811373,57.36065574,45,9,132,3499,34.2617536,,,-0.041862855,-0.609871161,-0.053079732,-0.713471277,0.673171076,1.347161352
ID202563,202563,4,15.78883553,22.47289421,20.24646795,0,102,34,0.25,1,,26.19672131,26,18,34,1598,3.370557185,321.2459016,325,238,381,19596,32.5154608,61.96721311,59,14,151,3780,37.126795,,,-0.037510823,-0.605809348,-0.019617619,-0.395392554,0.671551489,1.341108942
ID202771,202771,4,16.3990097,22.4768283,20.28895262,0,105,35,0.25,1,,24.57377049,24,19,35,1499,3.518801957,315.9016393,308,226,418,19270,45.172154,61.8852459,49,13,157,3775,38.67130649,,,-0.072984416,-1.099638847,-0.041581118,-0.606808802,0.687892345,1.304379621
ID202964,202964,4,14.8917675,22.422182,20.32096258,0,108,36,0.25,1,,23.27868852,23,17,28,1420,2.811471427,341.2459016,339,230,436,20816,54.4556871,56.18032787,48,13,133,3427,35.14091072,,,-0.080146708,-1.442852561,-0.012704808,-0.161278058,0.667165124,1.2795462
ID203176,203176,4,14.39228821,22.43819687,20.31973208,0,111,37,0.25,1,,25.01639344,23,17,40,1526,4.613356707,338.7868852,334,253,431,20666,46.28286751,54.50819672,36,17,132,3325,34.89107954,,,-0.034654542,-0.389327484,-0.01003232,-0.148359949,0.654977376,1.236549884
ID203068,203068,4,10.47022438,22.45043867,20.26869792,0,114,38,0.25,1,,23,22,17,37,1403,4.512944346,343.7704918,340,262,452,20970,49.00081409,45,39,12,105,2745,25.18398962,,,-0.094609707,-1.065117984,-0.008613841,-0.121912799,0.621455625,1.36969236
ID202863,202863,4,13.37354469,22.44961439,20.24740275,0,117,39,0.25,1,,22.57377049,22,14,34,1377,4.326118416,345.6721311,353,220,460,21086,44.10620565,52.83606557,36,9,139,3223,33.24564148,,,-0.11287465,-1.327844218,0.001607614,0.025158164,0.655219906,1.258221586
ID203684,203684,4,14.6653595,22.43067187,20.29281174,0,120,40,0.25,1,,25.55737705,26,17,35,1559,3.845016646,343,336,247,490,20923,52.73265908,56.85245902,44,15,139,3468,35.03894788,,,-0.034856583,-0.480110286,-0.006737691,-0.088245296,0.669476169,1.301316962
ID203536,203536,4,16.62105942,22.43305901,20.26250209,0,123,41,0.25,1,,23.86885246,23,12,36,1456,5.024856249,337.5737705,344,234,423,20592,44.8818668,69.95081967,63,20,170,4267,38.61796915,,,-0.070893263,-0.724898583,-0.016593562,-0.253824972,0.637218225,1.409986617
ID204137,204137,4,17.9858017,22.43541776,20.26320337,0,126,42,0.25,1,,23.68852459,24,17,37,1445,4.157487156,340.4754098,337,242,450,20769,48.40199946,73.06557377,65,19,147,4457,37.43477388,,,-0.056765773,-0.68581045,-0.006674762,-0.094535899,0.663207799,1.556577299
ID203349,203349,4,16.58957672,22.45330116,20.27264416,0,129,43,0.25,1,,23.91803279,24,16,35,1459,3.839683502,325.0491803,315,221,465,19828,50.99719804,68.52459016,54,21,171,4180,38.83452354,,,-0.082739023,-1.123770164,-0.00997956,-0.128499068,0.639486012,1.376517683
ID203443,203443,4,15.70283127,22.43754912,20.25395547,0,132,44,0.25,1,,23.26229508,24,16,35,1419,4.190869597,333.4098361,331,237,459,20338,45.91491299,62.01639344,52,15,136,3783,35.49530101,,,-0.095328741,-1.169799616,-0.005169689,-0.075469248,0.657677934,1.386368727
ID203261,203261,4,17.56928253,22.44579322,20.19976896,0,135,45,0.25,1,,24.60655738,24,18,32,1501,3.35300208,312.704918,304,224,394,19075,36.81546064,68.04918033,60,15,173,4151,42.47839695,,,-0.047846286,-0.737544451,-0.02037996,-0.353411062,0.705875142,1.325761559
ID204037,204037,4,17.59144402,22.47070617,20.25256425,0,138,46,0.25,1,,26.78688525,26,20,39,1634,4.676589762,298.6721311,302,200,386,18219,38.38650862,66.29508197,50,11,155,4044,41.86539711,,,-0.033667279,-0.399120714,-0.027309286,-0.436899611,0.688565816,1.291467727
ID203840,203840,4,16.75279617,22.49508971,20.22860335,0,141,47,0.25,1,,25.81967213,25,19,33,1575,3.373960071,284.7377049,282,201,385,17369,37.71644276,64.90163934,58,18,169,3959,40.96205761,,,-0.047350659,-0.76073559,-0.042805567,-0.675218517,0.681329169,1.28412746
ID203742,203742,4,15.13989449,22.48518033,20.23559557,0,144,48,0.25,1,,24.59016393,25,16,36,1500,4.409750746,313.0491803,306,254,425,19096,37.15033702,60,51,15,147,3660,36.59189346,,,-0.042281112,-0.492363362,-0.016926873,-0.290182162,0.669829222,1.315492561
ID203939,203939,4,14.10602474,22.49834823,20.22211473,0,147,49,0.25,1,,24.06557377,25,18,33,1468,3.846508601,311,305,232,398,18971,35.88453706,55.08196721,44,13,130,3360,33.99132001,,,-0.072225624,-0.974110971,-0.017483396,-0.308438752,0.664504035,1.293850738
ID204417,204417,4,12.83571815,22.48754535,20.23084347,0,150,50,0.25,1,,25.19672131,24,17,37,1537,3.776328341,320,307,249,433,19520,44.17352148,51.3442623,43,12,125,3132,30.71909571,,,-0.061616619,-0.876237501,-0.013115817,-0.19255159,0.633425193,1.296312085
ID204730,204730,4,12.88554764,22.46193316,20.20624737,0,153,51,0.25,1,,26.70491803,27,18,38,1629,4.569260561,302.4918033,295,224,390,18452,40.50745732,52.44262295,49,13,116,3199,30.17809614,,,-0.029219509,-0.351825409,-0.033331736,-0.514978496,0.635072109,1.349922053
ID204321,204321,4,13.38838005,22.46540012,20.15615906,0,156,52,0.25,1,,25.68852459,26,20,34,1567,3.201775464,299.2295082,300,227,387,18253,34.25414498,54.03278689,49,13,132,3296,31.89407845,,,-0.045981365,-0.773398436,-0.039517709,-0.71882584,0.642621814,1.325547158
ID204225,204225,4,13.44909,22.47115758,20.17130039,0,159,53,0.25,1,,25.16393443,24,18,34,1535,3.342555549,301.0655738,301,229,373,18365,36.83923129,53.13114754,42,12,131,3241,32.37049861,,,-0.059377328,-0.950462788,-0.041596004,-0.709387491,0.650373161,1.293630544
ID204520,204520,4,13.07431221,22.45430879,20.22641427,0,162,54,0.25,1,,25.03278689,24,16,38,1527,4.400633337,296.2131148,288,222,387,18069,37.03472009,52.42622951,47,12,121,3198,32.52612233,,,-0.048200537,-0.576143191,-0.038202645,-0.635382241,0.642838588,1.261401584
ID204629,204629,4,13.50887394,22.43923684,20.26563518,0,165,55,0.25,1,,24.27868852,24,16,35,1481,3.507758769,301.6065574,294,209,418,18398,49.6669839,53.6557377,45,14,124,3273,30.90894436,,,-0.074701943,-1.117572607,-0.019607261,-0.242895707,0.632902512,1.345669953
ID205017,205017,4,12.72479439,22.47454824,20.19515344,0,168,56,0.25,1,,27.2295082,27,20,40,1661,4.852468247,291.8360656,289,219,401,17802,40.04005508,49.98360656,38,10,137,3049,32.23584537,,,-0.029820308,-0.34495865,-0.035190586,-0.531690938,0.632706213,1.201745694
ID204926,204926,4,11.69931221,22.49617344,20.23778624,0,171,57,0.25,1,,25.96721311,25,18,38,1584,3.949545177,303.1147541,297,219,416,18490,40.90317769,50.14754098,43,15,133,3059,27.54562038,,,-0.063115622,-0.885847818,-0.024491872,-0.372109798,0.620935498,1.39478682
ID204834,204834,4,11.50864792,22.42725549,20.23321595,0,174,58,0.25,1,,24.52459016,24,17,39,1496,4.518873596,311.2459016,298,209,441,18986,46.20665743,48.16393443,37,14,124,2938,27.96317836,,,-0.058426372,-0.673528832,-0.017379247,-0.238272595,0.619597237,1.317855715
ID205413,205413,4,11.4979353,22.42953857,20.27321711,0,177,59,0.25,1,,25.68852459,24,19,42,1567,4.84610147,308.6557377,306,225,402,18828,44.53271653,47.49180328,45,13,87,2897,23.728761,,,-0.057122979,-0.642291911,-0.001962055,-0.027251436,0.603628255,1.506743943
ID205219,205219,4,10.66155529,22.44047361,20.21139192,0,180,60,0.25,1,,23.81967213,24,17,35,1453,3.253245542,315.704918,314,240,393,19258,38.52200422,45.08196721,40,12,100,2750,23.87767094,,,-0.081375738,-1.297197073,9.37E-04,0.015349193,0.601551255,1.418314969
ID205510,205510,4,10.10719109,22.4415318,20.28681203,0,183,61,0.25,1,,25.67213115,24,22,32,1566,2.89091284,302.3934426,303,238,383,18446,33.03244803,43.42622951,39,15,101,2649,23.06112097,,,-0.042053695,-0.779686328,-0.002022854,-0.037111254,0.580112351,1.382693271
ID205322,205322,4,13.32960892,22.45211409,20.30093622,0,186,62,0.25,1,,26.47540984,26,19,40,1615,4.338227585,287.147541,283,228,362,17516,30.09863566,56.27868852,52,17,140,3433,32.91105749,,,-0.009072923,-0.111754726,-0.027610814,-0.541785503,0.627908481,1.319163086
ID205128,205128,4,13.19139385,22.47718321,20.34797232,0,189,63,0.25,1,,26.36065574,25,18,40,1608,4.732979283,291.4590164,286,210,377,17779,38.08961966,55.09836066,45,17,133,3361,29.55317519,,,-0.06049978,-0.717312686,-0.01720679,-0.267940621,0.631814445,1.443721096
ID205599,205599,4,10.84568119,22.50172175,20.34614394,0,192,64,0.25,1,,23.93442623,23,17,36,1460,4.319987857,277.0655738,275,202,370,16901,34.66740489,48.63934426,44,19,120,2967,23.92281532,,,-0.098211936,-1.206786041,-0.045270575,-0.757926225,0.584765142,1.500451581
ID205697,205697,4,12.37071896,22.50606924,20.43993241,0,195,65,0.25,1,,26.36065574,26,17,43,1608,5.428421461,289.3278689,284,206,380,17649,40.85124287,52.81967213,50,18,110,3222,27.43386484,,,-0.055911478,-0.575176196,-0.034382338,-0.504365299,0.618252253,1.471154177
ID205979,205979,4,11.83264065,22.43996181,20.40834623,0,198,66,0.25,1,,25.52459016,25,19,33,1557,3.739904443,303.5245902,300,230,392,18515,37.86229724,50.95081967,48,17,119,3108,25.90201165,,,-0.056365261,-0.815334594,-0.014451718,-0.235103173,0.631710198,1.523079373
ID205791,205791,4,10.38798332,22.46816403,20.42591274,0,201,67,0.25,1,,27.01639344,27,19,40,1648,5.107157733,291.8032787,291,214,378,17800,37.40223686,46.04918033,43,12,94,2809,23.11379547,,,-0.047678773,-0.529687472,-0.018130179,-0.288118243,0.567835499,1.443120778
ID206075,206075,4,11.55617142,22.39390103,20.38154782,0,204,68,0.25,1,,26.13114754,25,19,42,1594,4.525761114,285.2622951,282,205,367,17401,30.80362621,50.90163934,44,16,119,3105,27.8062972,,,-0.053986795,-0.659002706,-0.031938596,-0.611062219,0.607417038,1.383493131
ID205888,205888,4,9.852274895,22.43612403,20.3598613,0,207,69,0.25,1,,25.18032787,25,17,36,1536,4.334005833,289.9180328,284,197,395,17685,42.70140321,43.27868852,35,15,86,2640,22.03416374,,,-0.069328064,-0.8655942,-0.030177037,-0.422519944,0.558946141,1.408465995
ID206347,206347,4,13.83868027,22.39733411,20.47910711,0,210,70,0.25,1,,25.52459016,25,18,40,1557,4.602921382,302.9016393,306,214,397,18477,39.26690927,58.96721311,48,17,146,3597,33.95485592,,,-0.055770241,-0.655058454,-0.010847982,-0.169196286,0.623852787,1.334363554
ID206172,206172,4,14.91748047,22.41358842,20.4552995,0,213,71,0.25,1,,26.21311475,25,20,36,1599,3.817131358,286.9508197,287,189,385,17504,41.68709882,64.18032787,50,22,165,3915,36.9353075,,,-0.069435856,-1.024823324,-0.015858782,-0.221844269,0.626838203,1.339063901
ID206260,206260,4,16.4747715,22.40081921,20.40476349,0,216,72,0.25,1,,26.98360656,26,20,51,1646,5.336952324,280.147541,278,194,365,17089,38.57193974,68.39344262,55,24,175,4172,38.72521947,,,-0.059312513,-0.637584313,-0.032912618,-0.494358548,0.657766434,1.401518834
ID206445,206445,4,15.82241631,22.43308238,20.3892391,0,219,73,0.25,1,,25.67213115,25,17,42,1566,5.430535,279.1147541,275,201,375,17026,37.84798469,64.95081967,63,20,141,3962,34.36976686,,,-0.090638842,-0.942382579,-0.018744565,-0.281749612,0.652723166,1.492680838
ID206534,206534,4,14.64263248,22.46584511,20.42006855,0,222,74,0.25,1,,27.73770492,27,19,44,1692,4.512581077,272.1639344,271,176,379,16602,47.78081216,64.37704918,63,19,149,3927,32.95864274,,,-0.046035318,-0.593245365,-0.032314343,-0.380424146,0.643705825,1.529871971
ID206813,206813,4,15.08106327,22.47568071,20.40333638,0,225,75,0.25,1,,25.70491803,24,17,38,1568,5.12947126,283.295082,282,213,367,17281,39.2323609,64.52459016,60,19,142,3936,31.2733148,,,-0.082252666,-0.898256708,-0.005664346,-0.082269974,0.647357338,1.621577069
ID206621,206621,4,15.64508724,22.48833111,20.40648204,0,228,76,0.25,1,,27.60655738,27,17,41,1684,4.789845817,274.6557377,274,205,354,16754,36.12749887,66.67213115,63,25,137,4067,32.4446818,,,-0.051187121,-0.62187177,-0.013616404,-0.20989271,0.657937191,1.63097452
ID206720,206720,4,14.37683964,22.54272365,20.42399657,0,231,77,0.25,1,,28.18032787,27,22,37,1719,3.783773235,257.4590164,256,183,342,15705,32.41788281,61.86885246,55,22,142,3774,30.45350303,,,-0.051379533,-0.806767871,-0.02334488,-0.379667887,0.632042104,1.573546031
ID207006,207006,4,14.08329678,22.5435438,20.47316101,0,234,78,0.25,1,,28.90163934,27,20,43,1763,6.098373876,257.147541,252,191,348,15686,35.3057295,60.32786885,59,19,122,3680,29.405057,,,-0.06371538,-0.645022429,-0.022009373,-0.32782356,0.61317881,1.559662332
ID206921,206921,4,11.83999825,22.53850981,20.46395436,0,237,79,0.25,1,,29.24590164,28,21,41,1784,5.324959273,258.6393443,268,178,359,15777,41.26177924,52.21311475,43,17,132,3185,27.92258032,,,-0.055135929,-0.640979413,-0.016596635,-0.211575314,0.594085028,1.393770195
ID207196,207196,4,10.5432148,22.50275721,20.48933582,0,240,80,0.25,1,,25.19672131,25,14,34,1537,5.147231204,279.3770492,275,202,383,17042,35.96209298,46.19672131,39,16,93,2818,22.32025961,,,-0.090391871,-0.972916107,-0.008835544,-0.138504324,0.573624853,1.5089285
ID207294,207294,4,8.679617882,22.44139755,20.47616237,0,243,81,0.25,1,,25.50819672,24,17,41,1556,5.188522432,301.5081967,296,208,415,18392,46.39490739,40.90163934,33,16,99,2495,20.46517767,,,-0.058465971,-0.61056682,0.004262308,0.055164095,0.547990454,1.415011293
ID207094,207094,4,8.954776764,22.447411,20.45635548,0,246,82,0.25,1,,25.16393443,24,19,46,1535,5.814293674,269,264,196,372,16409,37.48155102,44.52459016,40,14,99,2716,21.03537224,,,-0.08237436,-0.77703054,-0.012391005,-0.180088599,0.561125998,1.521605814
ID207394,207394,4,10.88000298,22.41902084,20.42735167,0,249,83,0.25,1,,25.01639344,24,17,40,1526,5.405219093,281.3606557,279,211,375,17163,41.35014421,48.57377049,46,15,121,2963,24.83643762,,,-0.074526885,-0.745401996,0.008877435,0.11974722,0.611649885,1.484481212
ID207583,207583,4,7.671963215,22.48995326,20.38734446,0,252,84,0.25,1,,27.3442623,26,19,46,1668,5.603228968,262.557377,261,195,349,16016,35.997002,39.44262295,39,14,81,2406,15.17182102,,,-0.06629518,-0.692995138,-0.017925339,-0.266262963,0.543176066,1.830135391
ID207699,207699,4,9.628688812,22.47747442,20.3950629,0,255,85,0.25,1,,26.85245902,26,19,46,1638,5.81043907,250.147541,242,168,336,15259,38.65524374,44.80327869,42,16,109,2733,21.94449033,,,-0.083483417,-0.841908693,-0.02658759,-0.353508546,0.562640201,1.470232641
ID207495,207495,4,10.02256393,22.44863608,20.36745064,0,258,86,0.25,1,,24.75409836,24,15,34,1510,4.209733712,279.3770492,274,228,340,17042,29.65083694,45.31147541,40,12,109,2764,22.79951826,,,-0.08073649,-1.032885846,-0.003108439,-0.058759522,0.579044064,1.457571585
ID207798,207798,4,10.26122189,22.40617363,20.39656495,0,261,87,0.25,1,,26.09836066,26,18,43,1592,5.784187981,265.9180328,267,203,344,16221,34.10830548,45.36065574,38,17,91,2767,21.71330835,,,-0.071430939,-0.6941814,-0.012547673,-0.198136597,0.571940879,1.520191326
ID208002,208002,4,9.995306969,22.45678275,20.36146578,0,264,88,0.25,1,,26.47540984,26,16,45,1615,5.976639405,249.3770492,254,180,326,15212,33.75162413,44.54098361,38,12,92,2717,21.54497139,,,-0.062031824,-0.585925075,-0.030811499,-0.469781996,0.567182351,1.496397774
ID207899,207899,4,11.2410202,22.466205,20.37398543,0,267,89,0.25,1,,27.98360656,27,18,39,1707,5.175235271,247.9508197,247,193,307,15125,30.19129357,48.8852459,44,13,102,2982,24.91926856,,,-0.06889851,-0.800232883,-0.025073412,-0.422430584,0.588765497,1.453968712
ID199957,199957,5,38.50950623,13.40167918,20.11433777,0,0,0,0.25,1,,43.08196721,43,31,56,2628,5.184255273,329.3278689,326,242,411,20089,38.43814135,149.7540984,124,38,344,9135,85.98869223,,,0.038729346,0.619693449,-0.013633571,-0.236846762,0.716953981,1.454454012
ID200346,200346,5,34.93927002,13.37826101,20.22160853,0,3,1,0.25,1,,40.13114754,41,31,52,2448,4.914181552,323.5409836,313,243,413,19736,35.9520856,138.0655738,114,45,330,8422,76.64351872,,,0.012767488,0.205899873,-0.028224831,-0.522758092,0.699771341,1.483220134
