LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Mean intensity ch3,Median intensity ch3,Min intensity ch3,Max intensity ch3,Sum intensity ch3,Std intensity ch3,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2,Contrast ch3,Signal/Noise ratio ch3
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Mean ch3,Median ch3,Min ch3,Max ch3,Sum ch3,Std ch3,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2,Ctrst ch3,SNR ch3
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,,,
ID405825,405825,1,2.2187557220458984,16.490774207046606,33.774110495913035,0.0,6.003355979919434,2,0.25,1,,52.57377049180328,50.0,24.0,82.0,3207.0,12.361848589367536,18.9672131147541,17.0,10.0,31.0,1157.0,5.0825427137564185,3.6065573770491803,4.0,0.0,5.0,220.0,1.1295823494340753,,,0.05010409282959477,0.4058415918716394,0.2675466307294406,1.575389778890614,0.03400851882018349,0.21002381574911855
ID405152,405152,1,1.0542055368423462,15.859427886866225,33.35052675688633,0.0,12.006711959838867,4,0.25,1,,39.40983606557377,37.0,21.0,58.0,2404.0,8.959868022056888,14.491803278688524,14.0,9.0,21.0,884.0,2.5535788664778707,3.4754098360655736,3.0,0.0,6.0,212.0,1.1046350434577805,,,-0.014273216838039273,-0.12737914166291386,0.1570938785223968,1.5409686963370874,0.03177280645964107,0.19377096622964263
ID404997,404997,1,1.0846256017684937,15.90725463998065,33.57729911782805,0.0,15.008389949798584,5,0.25,1,,42.442622950819676,42.0,29.0,70.0,2589.0,7.992756283377122,13.360655737704919,13.0,7.0,19.0,815.0,3.060679591666125,3.7868852459016393,4.0,1.0,6.0,231.0,1.081892694900326,,,-0.01451845571903445,-0.15646152879238737,0.15368065469607708,1.162983339961724,0.0762958648806057,0.49624629913145146
ID406011,406011,1,0.9212058186531067,16.016045332829297,33.5317000682399,0.0,18.0100679397583,6,0.25,1,,43.47540983606557,44.0,25.0,67.0,2652.0,8.915541780839886,13.868852459016393,14.0,9.0,20.0,846.0,2.704782245308395,3.19672131147541,3.0,2.0,5.0,195.0,0.8910606438611519,,,-0.0026933041318340997,-0.02633798847382882,0.14733962627624736,1.3169393888830685,-0.05490995208459546,-0.41687455199097595
ID405324,405324,1,1.7391598224639893,15.117921029810754,33.85208275579278,0.0,21.011745929718018,7,0.25,1,,36.36065573770492,36.0,24.0,53.0,2218.0,5.924617531636526,17.0327868852459,16.0,10.0,27.0,1039.0,4.888650846995022,3.622950819672131,3.0,1.0,6.0,221.0,1.3059343325276038,,,-0.05238410234313843,-0.6785292145882152,0.17888547925423554,1.0573777271876421,0.01564091182076924,0.08544624375754059
ID406102,406102,1,1.0080738067626953,14.474515753759613,33.0162833983069,0.0,24.013423919677734,8,0.25,1,,46.36065573770492,46.0,34.0,60.0,2828.0,7.293907930333014,15.032786885245901,16.0,9.0,20.0,917.0,3.183118036950322,3.1475409836065573,3.0,0.0,6.0,192.0,1.6210702799258947,,,-0.01760978979571698,-0.22787119756616833,0.12759424157843072,1.0687963900715312,-0.06342761325369659,-0.2629883836847393
ID405831,405831,1,1.8634265661239624,13.799167401329578,32.155963246460594,0.0,33.018457889556885,11,0.25,1,,40.83606557377049,41.0,29.0,55.0,2491.0,5.154869309267541,21.098360655737704,22.0,12.0,28.0,1287.0,3.841462039522569,3.819672131147541,4.0,1.0,6.0,233.0,1.347939127227333,,,0.03634766966205285,0.5556832759134681,0.21921576015286484,1.9750285025117693,0.07539401568195525,0.397333389348453
ID404899,404899,1,0.924380898475647,13.964058972229266,32.769083875423455,0.0,36.0201358795166,12,0.25,1,,40.24590163934426,40.0,31.0,53.0,2455.0,4.822363658708309,15.032786885245901,14.0,10.0,20.0,917.0,2.4560619774668693,3.6065573770491803,3.0,1.0,6.0,220.0,1.1442419401011037,,,-0.04514078803287914,-0.7890808312269328,0.12615438290449194,1.371306664438034,0.08713657995591932,0.5052675189383506
ID406228,406228,3,3.642893075942993,13.431994142682855,23.399088935687356,0.0,0.0,0,0.25,1,,43.34426229508197,43.0,30.0,54.0,2644.0,4.650753508488846,24.475409836065573,23.0,11.0,40.0,1493.0,8.042815753571732,5.032786885245901,6.0,2.0,10.0,307.0,1.5807931881891246,,,0.013726382931446506,0.25239087547532124,0.3200209983246552,1.475534894025244,0.07970066042542981,0.47002616377942047
ID405885,405885,3,3.0423319339752197,13.422698726787567,23.165609747146338,0.0,3.001677989959717,1,0.25,1,,48.459016393442624,46.0,36.0,68.0,2956.0,6.761591948872699,22.75409836065574,22.0,12.0,40.0,1388.0,6.383979265068975,4.229508196721311,4.0,2.0,6.0,258.0,1.0707231609672472,,,0.04604137470669961,0.6308920454704472,0.31567169605036743,1.7103550363443254,-0.017557524421510443,-0.1411883360437847
