LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID33362,33362,0,5.971416473388672,11.505331425649738,24.80233281598886,0.0,21.011745929718018,7,0.25,1,,67.11475409836065,66.0,54.0,86.0,4094.0,7.323702070801209,43.16393442622951,34.0,24.0,86.0,2633.0,17.819633673627948,,,0.08741908051163676,1.4734201852665612,0.2655248737978882,1.0164517629449963
ID33087,33087,0,6.726753234863281,11.447596718232179,24.936919810913484,0.0,24.013423919677734,8,0.25,1,,65.27868852459017,66.0,35.0,87.0,3982.0,13.670078209409267,44.32786885245902,38.0,21.0,89.0,2704.0,19.257657621039492,,,0.10726888515848722,0.9252329440004653,0.28500280138516687,1.021053365478045
ID32502,32502,0,5.816854000091553,11.402274530995498,24.770118950175906,0.0,27.01510190963745,9,0.25,1,,67.73770491803279,67.0,45.0,95.0,4132.0,11.774126491795844,43.114754098360656,40.0,20.0,78.0,2630.0,14.122202803453073,,,0.09300258133846345,0.9790516224993684,0.28448080896095196,1.3523179711840387
ID32232,32232,0,5.178117275238037,11.386274328848211,24.714924709292493,0.0,30.016779899597168,10,0.25,1,,66.0,65.0,47.0,86.0,4026.0,10.03826014141229,40.16393442622951,34.0,22.0,74.0,2450.0,13.633513032070217,,,0.05888787602552418,0.731292971839271,0.25036609164905077,1.1797684818174614
ID34470,34470,0,5.032553195953369,11.410190020591937,24.58070158423979,0.0,33.018457889556885,11,0.25,1,,66.36065573770492,65.0,42.0,84.0,4048.0,9.970009673825539,38.50819672131148,33.0,22.0,76.0,2349.0,13.991215042327658,,,0.06150630171030457,0.7713333731700989,0.24385929019291638,1.0791847431792883
ID34992,34992,0,5.957470893859863,11.508578734174959,24.5345511835818,0.0,36.0201358795166,12,0.25,1,,64.0327868852459,66.0,47.0,83.0,3906.0,7.429596698598459,41.32786885245902,36.0,17.0,91.0,2521.0,17.677406777650216,,,0.05276892119118277,0.8639971699702701,0.30567179287980184,1.094651289557443
ID35284,35284,0,5.699916839599609,11.510455568442769,24.576886874442966,0.0,39.02181386947632,13,0.25,1,,65.32786885245902,65.0,51.0,85.0,3985.0,6.789013947733032,40.75409836065574,37.0,18.0,90.0,2486.0,16.927941140517667,,,0.0521949357042825,0.9546714726565443,0.28939438813324314,1.0806908492930303
ID36094,36094,0,6.313014030456543,11.494485348172296,24.370752084859213,0.0,42.023491859436035,14,0.25,1,,58.22950819672131,57.0,41.0,75.0,3552.0,8.838162408221425,41.26229508196721,35.0,21.0,76.0,2517.0,15.58514425058284,,,0.001680812301815594,0.022110624200413518,0.2918363508317622,1.196201754722407
ID35539,35539,0,4.245857238769531,11.66369088237505,24.219682522401,0.0,45.02516984939575,15,0.25,1,,55.0,55.0,35.0,71.0,3355.0,8.167006795638168,35.81967213114754,34.0,22.0,69.0,2185.0,12.00625975164804,,,-0.007230398441105613,-0.09809424476838167,0.23537140489124322,1.1368417698792028
ID34729,34729,0,5.902366638183594,11.56561741451228,24.28512837692043,0.0,48.02684783935547,16,0.25,1,,55.31147540983606,55.0,41.0,70.0,3374.0,7.256126109724016,40.34426229508197,33.0,24.0,80.0,2461.0,15.474586958302138,,,-0.025339652448657206,-0.39635813196655223,0.2964863679697801,1.19242063715548
ID36665,36665,0,5.87394905090332,11.588814027430544,24.204119182165712,0.0,51.028525829315186,17,0.25,1,,53.85245901639344,53.0,34.0,71.0,3285.0,7.835466515729977,40.98360655737705,36.0,21.0,77.0,2500.0,13.694879582382471,,,-0.014912785125551126,-0.208091697640189,0.29941275403150186,1.3791297349253804
ID37448,37448,0,4.959938049316406,11.558688848378882,24.265923903557805,0.0,54.0302038192749,18,0.25,1,,56.14754098360656,56.0,38.0,76.0,3425.0,8.481029940547256,38.91803278688525,35.0,21.0,67.0,2374.0,12.0226107563585,,,-0.0026258010182217545,-0.034859072146629214,0.24678548942023926,1.281474503561829
ID36938,36938,0,6.69101095199585,11.515641823685193,24.321298408268987,0.0,57.03188180923462,19,0.25,1,,61.278688524590166,62.0,41.0,82.0,3738.0,8.477678824499437,41.49180327868852,35.0,18.0,79.0,2531.0,17.096415755765562,,,0.028565532185667375,0.40148826053116443,0.3176091978502066,1.1700210851684705
ID38692,38692,0,5.924668788909912,11.636644416897331,24.252897990879248,0.0,60.033559799194336,20,0.25,1,,56.75409836065574,56.0,45.0,74.0,3462.0,7.712880434063782,42.295081967213115,38.0,18.0,78.0,2580.0,14.454923339235302,,,0.006637265000755824,0.09703463561661764,0.29731212287438286,1.3411341314763257
ID38079,38079,0,5.319070816040039,11.808382736386399,24.199650950430787,0.0,63.03523778915405,21,0.25,1,,53.114754098360656,52.0,37.0,72.0,3240.0,8.0665944087447,41.81967213114754,36.0,26.0,83.0,2551.0,15.297612228407099,,,-0.03915076456464048,-0.5365867552642629,0.2733728884703961,1.1737802932517458
ID38220,38220,0,5.8268303871154785,11.684690611163402,24.179715759727124,0.0,66.03691577911377,22,0.25,1,,57.73770491803279,58.0,37.0,74.0,3522.0,7.8398589259081755,40.442622950819676,35.0,19.0,79.0,2467.0,15.645579343874244,,,0.03135294861470684,0.4477672651939221,0.28009434309931824,1.1312016244339944
ID39406,39406,0,6.210397720336914,11.584675797855281,24.264310977563653,0.0,69.03859376907349,23,0.25,1,,58.18032786885246,55.0,42.0,83.0,3549.0,9.774982006328388,41.9344262295082,37.0,21.0,93.0,2558.0,18.003581914403416,,,0.006622730008726632,0.07831780570891143,0.3020748376050578,1.0807379106415014
ID37183,37183,0,6.306033611297607,11.675242561671705,24.152778386622757,0.0,72.0402717590332,24,0.25,1,,54.80327868852459,55.0,40.0,69.0,3343.0,7.0918255104760055,41.0655737704918,38.0,19.0,92.0,2505.0,18.365609938559093,,,-0.016800031415983557,-0.26408682395600386,0.3225699037950988,1.090706103876477
ID37696,37696,0,5.136462211608887,11.78655525200248,24.145225932661482,0.0,75.04194974899292,25,0.25,1,,55.885245901639344,56.0,42.0,74.0,3409.0,7.939559938803784,38.80327868852459,32.0,22.0,84.0,2367.0,15.074061244547588,,,-0.005972607188003743,-0.08458557972421059,0.27136504991256527,1.0988838413323945
ID38446,38446,0,5.725803852081299,11.688363271488756,24.105112267464893,0.0,78.04362773895264,26,0.25,1,,53.68852459016394,54.0,35.0,67.0,3275.0,7.19384223626141,39.442622950819676,34.0,19.0,75.0,2406.0,15.141030997660993,,,-0.022237979201352984,-0.3394788414608125,0.28459748635636956,1.1542618110094625
ID38962,38962,0,5.362429141998291,11.615874461029971,24.131941284450438,0.0,81.04530572891235,27,0.25,1,,58.08196721311475,55.0,44.0,74.0,3543.0,7.770231832592929,39.278688524590166,34.0,22.0,80.0,2396.0,13.875795649908975,,,0.011749454225966235,0.17361292387720673,0.2742890037515883,1.2186234771252853
