LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,,,
ID250179,250179,1,2.2428791522979736,13.036482032592138,25.34770577254807,0,0,0,0.25,1,,62.91803278688525,62,49,83,3838,8.536773555,20.262295081967213,20,10,33,1236,5.243731620847447,4.491803278688525,4,2,7,274,1.1919584838921211,,,0.050794488,0.7125415093708943,0.22251070573557677,1.406618793433128,0.009292591,0.069391989
ID252263,252263,1,2.7372124195098877,13.075959947331508,25.526591863509047,0,3.001677989959717,1,0.25,1,,55.950819672131146,55,36,80,3413,10.704245621104736,21.639344262295083,20,14,37,1320,5.8907633542839655,4.524590163934426,4,2,8,276,1.2728780692725332,,,0.019006453101356402,0.19498649249785907,0.23302612060112146,1.3884647027315526,0.030626425502572486,0.21126009807545218
ID251585,251585,1,1.488358974456787,12.501499572255913,25.402857197091357,0,6.003355979919434,2,0.25,1,,40.049180327868854,41,30,55,2443,5.681626027550555,18.098360655737704,17,11,25,1104,3.5482621005819492,4.344262295081967,4,1,6,265,1.1384967559848282,,,-0.038163158,-0.559363179,0.13148677096162742,1.1854578613294582,0.043388776,0.31735509805197615
ID251848,251848,1,1.9552828073501587,12.665376646557837,25.277277980662685,0,9.00503397,3,0.25,1,,47.19672131147541,45,29,68,2879,9.770396907889921,17.39344262295082,16,9,26,1061,4.677173963426312,4.360655737704918,4,2,7,266,1.2115112722717565,,,-0.007015701,-0.068258747,0.19784724137709833,1.2284587648765712,0.056055582,0.3821082606269013
ID251035,251035,1,4.864549160003662,12.536372982221813,25.57972009511966,0,12.006711959838867,4,0.25,1,,39.09836065573771,37,30,58,2385,7.3840027944035596,27.75409836065574,24,12,64,1693,11.392476666211081,3.622950819672131,4,0,8,221,1.3924072012912212,,,-0.026365781,-0.28677514,0.32940714566156265,1.207296601400904,-0.068894528,-0.385045473
ID252404,252404,1,3.963576555252075,11.859308369875997,25.192379956281407,0,15.008389949798584,5,0.25,1,,42.52459016393443,44,32,51,2594,4.5040964960690655,26.327868852459016,26,13,50,1606,8.865140178390506,4.721311475409836,5,1,8,288,1.4039366977774042,,,0.017146116,0.31830602969465094,0.3003779365995828,1.3720139648592153,0.020854941845828506,0.137401056
ID251435,251435,1,3.2230405807495117,12.17358609039045,25.027562336129442,0,18.01006794,6,0.25,1,,43.885245901639344,44,33,58,2677,5.997494923315172,25.21311475409836,25,14,43,1538,6.374728109491837,4.754098360655738,4,2,8,290,1.2994324107716935,,,0.031986744,0.4536015801848899,0.27085358009737226,1.685908085583588,0.005843113,0.042506808229678665
ID251273,251273,1,2.596048355102539,12.240062123553319,24.53289871640752,0,27.01510190963745,9,0.25,1,,47.57377049180328,47,34,60,2902,6.133131381802292,22.75409836065574,23,12,36,1388,5.548740811225907,5.180327868852459,6,2,7,316,1.072507913277901,,,-0.024581593,-0.390961854,0.239329725,1.583816863812933,0.075963203,0.6820129002622013
ID250754,250754,1,1.5757482051849365,11.895434711242364,24.05991939,0,30.016779899597168,10,0.25,1,,50.85245901639344,52,36,63,3102,6.284467799195542,18.098360655737704,17,12,26,1104,3.735884179293155,4.573770491803279,4,3,7,279,1.102406706460047,,,0.012044574658289047,0.19260398820134422,0.1529889272617225,1.285614296316833,-0.011673778,-0.098010734
