Spot ID,track_id,Quality,X,Y,Z,T,Frame
200625,0,29.30392456,10.96934141,18.85222671,0,57,19
202160,0,27.91237068,10.93630923,18.82571375,0,78,26
205879,0,19.72904587,10.86925993,18.85626597,0,207,69
203828,0,22.90079117,10.98166711,18.80433805,0,141,47
206523,0,15.77625561,10.91521279,18.77144687,0,222,74
204218,0,21.37870026,10.92713198,18.82653287,0,159,53
202554,0,26.59857559,10.96438715,18.8380731,0,102,34
205501,0,17.19750404,10.89249052,18.79322086,0,183,61
206909,0,13.41981888,10.95528769,18.84080356,0,237,79
203713,0,23.68289948,11.03833937,18.80149157,0,144,48
200513,0,32.0148735,11.10447171,19.04312983,0,18,6
201408,0,26.19475174,11.02706813,18.82889261,0,69,23
205120,0,18.87143707,10.89334612,18.76375665,0,189,63
207686,0,13.05648994,10.9618005,18.84215182,0,255,85
201798,0,24.7933712,11.0247081,18.83798845,0,99,33
199493,0,24.03078842,11.1530442,19.03324839,0,6,2
202955,0,28.47907257,10.95836062,18.84645109,0,108,36
204617,0,19.49888039,10.9044009,18.7619834,0,165,55
205007,0,21.91569138,10.87918913,18.76864128,0,168,56
201295,0,27.75011444,10.97539297,18.81216936,0,60,20
203340,0,26.37851334,11.01677811,18.79423232,0,129,43
206803,0,15.44387817,10.95808617,18.86138005,0,225,75
207187,0,15.46192455,10.93536338,18.87828848,0,240,80
206161,0,18.17362404,10.89168123,18.82643639,0,213,71
202457,0,28.17367554,10.9571039,18.83524382,0,63,21
207577,0,12.68402958,10.93942537,18.83974243,0,252,84
202072,0,26.3880043,11.03471141,18.80259822,0,93,31
205784,0,20.64595795,10.90896951,18.8673747,0,201,67
204511,0,22.76149559,10.93183195,18.80117158,0,162,54
201694,0,26.54442978,10.95768989,18.82314511,0,72,24
205406,0,20.10175705,10.91570948,18.83176878,0,177,59
199389,0,23.94580078,11.07062545,18.98467179,0,27,9
206435,0,16.01596832,10.92349575,18.80299088,0,219,73
204129,0,25.91224289,11.01100897,18.82228109,0,126,42
202855,0,22.0750351,10.96562547,18.82721578,0,117,39
200302,0,27.81698036,10.97893247,18.95208956,0,42,14
206061,0,16.65710831,10.88080325,18.85066007,0,204,68
199277,0,27.05021477,11.13835656,19.0338661,0,9,3
207084,0,12.32670975,10.93710754,18.78795287,0,246,82
205683,0,18.52179909,10.91227977,18.79028432,0,195,65
204915,0,19.34711456,10.89039104,18.77798075,0,171,57
201203,0,30.93643188,10.97449127,18.95769701,0,45,15
203254,0,25.32186317,11.01517496,18.81704746,0,135,45
202356,0,26.75537872,10.91474054,18.91602979,0,87,29
201595,0,25.48648834,10.94765578,18.8507238,0,81,27
204409,0,22.64816284,10.96491926,18.80698687,0,150,50
207993,0,12.00187302,10.90097206,18.79656264,0,264,88
199801,0,22.77761459,10.95174484,19.04454831,0,33,11
201977,0,25.79549217,10.90309873,18.95943085,0,84,28
206712,0,14.32239819,10.98768611,18.80933479,0,231,77
205311,0,17.52348709,10.89722204,18.78016749,0,186,62
207486,0,9.691095352,10.97853894,18.80417106,0,258,86
204028,0,25.25844574,11.00992151,18.82088918,0,138,46
201153,1,14.72336674,15.66500039,9.165000229,0,45,15
200039,1,1.945398927,15.60000039,9.165000229,0,51,17
200134,1,3.128115416,15.66500039,9.165000229,0,48,16
200149,1,14.83549309,15.9250004,9.165000229,0,42,14
200900,1,25.01208496,15.73000039,9.165000229,0,39,13
199555,2,48.06216049,20.26540467,12.86305408,0,30,10
207744,2,17.18571663,20.2440986,12.9101569,0,261,87
203398,2,38.06227875,20.22028273,12.7830301,0,132,44
204677,2,34.58987808,20.24761569,12.88591336,0,153,51
203019,2,41.5257988,20.22262137,12.7993064,0,114,38
206218,2,21.98987579,20.24759261,12.8465858,0,216,72
200585,2,46.3008194,20.31204248,12.84368929,0,57,19
200200,2,40.31801987,20.27148096,12.93125703,0,42,14
207247,2,17.7442627,20.29786561,12.91956084,0,243,81
202127,2,40.87624359,20.29792768,12.93087357,0,78,26
205836,2,23.24940109,20.27378358,12.85943299,0,207,69
203793,2,36.53029633,20.26959743,12.81446149,0,141,47
206865,2,19.52433205,20.29766194,12.92330268,0,237,79
206487,2,18.89933968,20.29079199,12.85618625,0,222,74
202518,2,44.54665756,20.27682781,12.842382,0,102,34
204181,2,26.55537796,20.24343487,12.86377609,0,159,53
205460,2,21.17041397,20.26497511,12.8345683,0,183,61
205076,2,20.59817505,20.30156953,12.86372548,0,189,63
200219,2,43.7461319,20.25749043,12.91543748,0,48,16
201369,2,40.35741043,20.3204003,12.8535423,0,69,23
200217,2,43.67613602,20.24543913,12.81140656,0,3,1
200478,2,48.969944,20.23051986,12.82530355,0,18,6
201758,2,42.61573029,20.28133637,12.88100617,0,99,33
199454,2,44.14080048,20.27632933,12.86107431,0,6,2
207645,2,16.24093246,20.24720373,12.90191732,0,255,85
204578,2,28.11334038,20.24168553,12.87340491,0,165,55
202918,2,43.98985291,20.2217499,12.82631082,0,108,36
203305,2,39.01681137,20.22782284,12.79413379,0,129,43
204975,2,24.09339905,20.24740494,12.86727987,0,168,56
206127,2,21.73150635,20.26531113,12.86982245,0,213,71
201262,2,38.63962173,20.32261901,12.83586592,0,60,20
207149,2,20.00884056,20.28285908,12.90633868,0,240,80
202413,2,41.37214661,20.30148076,12.81450854,0,63,21
199346,2,45.3852272,20.27098461,12.83590722,0,27,9
206774,2,19.26331902,20.30105916,12.86012016,0,225,75
204469,2,28.16687012,20.27118937,12.88327745,0,162,54
205749,2,21.53752327,20.28134587,12.86869519,0,201,67
202036,2,49.23036194,20.28635897,12.88063479,0,93,31
205371,2,25.03012848,20.24055673,12.84448567,0,177,59
201659,2,41.23653793,20.28392845,12.91704132,0,72,24
204091,2,39.46139145,20.2124417,12.79200062,0,126,42
206394,2,20.61884308,20.27759138,12.84918213,0,219,73
199865,2,46.37900925,20.23531674,12.79611269,0,0,0
200892,2,43.40605927,20.24891565,12.84068088,0,21,7
207548,2,14.74021053,20.26981017,12.89537208,0,252,84
202818,2,39.19303513,20.21517922,12.78741779,0,117,39
202309,2,39.10293961,20.28700491,12.84317433,0,87,29
203595,2,39.46632004,20.21584399,12.78095631,0,120,40
207050,2,16.99602318,20.25185054,12.88243473,0,246,82
206031,2,22.53592682,20.27350859,12.8619446,0,204,68
207949,2,16.0261364,20.27986113,12.90662142,0,264,88
199244,2,40.55906677,20.24493092,12.87496194,0,9,3
203219,2,37.3871727,20.2180193,12.81737438,0,135,45
199763,2,48.94401932,20.28152032,12.86185566,0,33,11
204882,2,25.11264801,20.24238987,12.87728918,0,171,57
199889,2,54.09144592,20.27917294,12.89847284,0,36,12
203990,2,34.16394043,20.2267229,12.81883807,0,138,46
206677,2,19.61289215,20.34427154,12.90382488,0,231,77
207445,2,16.4243145,20.24183361,12.9189404,0,258,86
201173,2,43.12498474,20.30035602,12.90461605,0,45,15
205652,2,20.98148346,20.3253713,12.87653921,0,195,65
201946,2,43.53920364,20.29655827,12.87331628,0,84,28
204376,2,32.1031456,20.24784929,12.84997669,0,150,50
200798,2,42.20253754,20.24302609,12.86023334,0,12,4
205278,2,21.70392799,20.26347928,12.84567104,0,186,62
202717,2,37.11507797,20.25176314,12.82137859,0,105,35
201564,2,46.53736877,20.28196213,12.89670566,0,81,27
206307,2,20.60661507,20.2526648,12.86622122,0,210,70
206946,2,19.59795189,20.3245331,12.91090418,0,234,78
199653,2,41.38339615,20.2285497,12.83463801,0,15,5
202213,2,40.61566544,20.26700199,12.85685453,0,96,32
203492,2,36.06978607,20.20157078,12.80734231,0,123,41
207851,2,15.67668343,20.28379717,12.90810115,0,267,89
200937,2,43.88316345,20.28621201,12.89144955,0,39,13
204783,2,24.04494476,20.23122746,12.8486898,0,174,58
205549,2,21.09675407,20.29886399,12.87185672,0,192,64
207345,2,16.2972374,20.24294306,12.8947695,0,249,83
200689,2,41.16906738,20.27763395,12.93622426,0,54,18
203889,2,34.66592026,20.27266039,12.82801005,0,147,49
205937,2,24.09775543,20.30580091,12.85347501,0,198,66
201079,2,43.62965393,20.29408668,12.85029193,0,24,8
200055,2,36.31962204,20.31187393,12.91110958,0,51,17
203125,2,43.38599014,20.22348435,12.7856811,0,111,37
206581,2,19.8888073,20.33406657,12.87712848,0,228,76
205173,2,22.79545593,20.26197777,12.84595214,0,180,60
202617,2,44.36756897,20.29016944,12.85479978,0,90,30
204280,2,28.00971603,20.24596522,12.87016825,0,156,52
201855,2,37.16662598,20.27218104,12.92066212,0,75,25
203646,2,33.48550797,20.26581083,12.83616506,0,144,48
201470,2,42.09760666,20.3164565,12.82958396,0,66,22
207873,3,5.618570328,12.55287091,17.19262329,0,267,89
202753,3,26.26906967,11.55833587,17.69600299,0,105,35
206337,3,25.10885429,11.96323568,17.67809344,0,210,70
199687,3,1.531186581,12.16842952,17.39061969,0,15,5
202246,3,25.20571136,11.76778046,18.09983369,0,96,32
200715,3,28.22239876,10.78772659,17.74831041,0,54,18
205578,3,20.72361374,11.49428452,17.89818825,0,192,64
207370,3,21.52787209,12.42821352,17.38042513,0,249,83
203657,3,26.05393028,11.5955362,17.7955426,0,120,40
206985,3,10.67693043,12.80583265,17.2479539,0,234,78
204809,3,22.38055801,11.22709998,17.41797046,0,174,58
203919,3,16.39865112,11.58362981,17.77371842,0,147,49
205967,3,23.72002983,11.48457741,17.87730574,0,198,66
206606,3,4.574538231,12.63949711,17.46067512,0,228,76
204301,3,11.37653065,11.64802833,17.57494822,0,156,52
200978,3,29.2124424,11.82484112,17.62138237,0,39,13
200080,3,19.78686333,10.74893365,17.68866849,0,51,17
205200,3,7.044337749,11.22516109,17.59332984,0,180,60
203157,3,24.50585175,11.54806197,17.91058652,0,111,37
202644,3,22.91084671,11.25878799,17.52943037,0,90,30
207771,3,12.18413162,12.53524642,17.05674474,0,261,87
199583,3,8.787107468,12.00601093,17.45487784,0,30,10
201501,3,28.75964355,10.88210297,17.45188027,0,66,22
206243,3,13.26303291,12.52264959,17.2178854,0,216,72
201891,3,22.87316513,11.21152198,17.54618339,0,75,25
203426,3,25.1568718,11.64779289,17.80248135,0,132,44
202154,3,22.79921722,11.17417085,17.55503709,0,78,26
203049,3,23.87322426,11.57392955,17.71492502,0,114,38
207273,3,8.410101891,12.58764903,17.25402303,0,243,81
200616,3,27.59225464,10.76798253,17.71498909,0,57,19
204712,3,22.25881386,11.60656899,17.57368622,0,153,51
205869,3,25.47115517,11.95773908,17.62439374,0,207,69
203820,3,28.1548996,11.65253285,17.75122592,0,141,47
206897,3,20.82784081,12.57760813,17.33446568,0,237,79
204209,3,23.05783272,11.63141739,17.7542557,0,159,53
203696,3,17.41453743,11.67587941,17.75059495,0,144,48
205111,3,16.18179703,11.49955295,17.78132327,0,189,63
199478,3,14.94051743,12.73871399,17.29064371,0,6,2
201397,3,29.28196144,11.09800897,17.55072513,0,69,23
205493,3,7.532960892,11.2131901,17.65096663,0,183,61
202549,3,31.77895164,11.63639409,18.00063852,0,102,34
206516,3,13.5645647,12.67781678,17.43842944,0,222,74
200250,3,15.65467358,11.86366415,17.58155065,0,42,14
200505,3,1.472606182,12.12588257,17.53383327,0,18,6
201790,3,31.64621925,11.52903946,17.90814678,0,99,33
207676,3,8.377534866,12.79709075,17.38066416,0,255,85
203331,3,28.98734856,11.7053464,17.76261398,0,129,43
204610,3,25.98493958,11.55660799,17.73467167,0,165,55
201286,3,15.84953785,11.02031966,17.55211338,0,60,20
207173,3,14.8283577,12.82073454,17.26593563,0,240,80
204997,3,26.76082993,11.13755292,17.69461986,0,168,56
202949,3,25.73260498,11.46322081,17.85294937,0,108,36
206148,3,19.33795357,12.52548909,17.21411171,0,213,71
202443,3,19.19721222,10.91539937,17.46831474,0,63,21
207566,3,13.0683403,12.36299266,17.01397865,0,252,84
206797,3,11.56540489,12.7376151,17.65373133,0,225,75
205394,3,20.07609177,11.12575358,17.47660223,0,177,59
202065,3,26.97768402,11.33102809,17.74523145,0,93,31
199377,3,2.525757074,11.98784741,17.50885903,0,27,9
205776,3,22.36165047,11.83048198,17.58340072,0,201,67
204119,3,21.51334,11.80302138,17.77213948,0,126,42
204501,3,14.87714958,11.63659698,17.66806932,0,162,54
201684,3,30.4616127,11.21033352,17.64745534,0,72,24
206424,3,15.84979057,12.62285962,17.18027017,0,219,73
202846,3,27.47396469,11.66663977,17.77759594,0,117,39
206055,3,24.54418182,11.94516711,17.56844498,0,204,68
199269,3,10.9262886,12.60683524,17.74559631,0,9,3
204901,3,9.833958626,11.13002137,17.56743988,0,171,57
207076,3,13.84830761,12.53532488,17.35031534,0,246,82
202347,3,23.02848625,11.20157315,17.46138361,0,87,29
201195,3,24.92839622,11.82329422,17.54976677,0,45,15
207978,3,11.06364632,12.49264676,17.0278847,0,264,88
205677,3,28.28805161,11.47820383,17.80458556,0,195,65
200301,3,27.59020233,12.81809034,17.18208491,0,3,1
200300,3,29.42373276,11.01576791,17.82067187,0,48,16
204403,3,13.43410587,11.6892723,17.64233692,0,150,50
205299,3,8.731891632,11.30913932,17.57023531,0,186,62
201970,3,23.28521538,11.08050081,17.60151048,0,84,28
206704,3,4.36522007,12.6480898,17.41533976,0,231,77
203248,3,29.52950096,11.64354617,17.86766718,0,135,45
199792,3,33.22444153,11.95345107,17.66033696,0,33,11
204021,3,27.74907494,11.6668053,17.81258058,0,138,46
201588,3,26.00980568,11.20729188,17.52865426,0,81,27
207476,3,8.753899574,12.74397995,17.34376907,0,258,86
200824,3,9.588846207,12.60904431,17.45672474,0,12,4
199928,3,22.39784431,12.55816109,17.15751887,0,0,0
203518,3,22.87970924,11.81387221,17.60331363,0,123,41
199932,3,23.40574074,11.82310454,17.58065388,0,36,12
208002,4,9.995306969,22.45678275,20.36146578,0,264,88
201986,4,11.73211384,22.46918345,20.37725624,0,84,28
200321,4,17.31789207,22.64406999,20.10946986,0,42,14
205697,4,12.37071896,22.50606924,20.43993241,0,195,65
202369,4,13.99311352,22.43305381,20.2963439,0,87,29
204417,4,12.83571815,22.48754535,20.23084347,0,150,50
206720,4,14.37683964,22.54272365,20.42399657,0,231,77
207495,4,10.02256393,22.44863608,20.36745064,0,258,86
204037,4,17.59144402,22.47070617,20.25256425,0,138,46
201604,4,13.99751186,22.48479945,20.35107566,0,81,27
206347,4,13.83868027,22.39733411,20.47910711,0,210,70
205322,4,13.32960892,22.45211409,20.30093622,0,186,62
200842,4,17.32836151,22.65672251,20.25060249,0,12,4
202771,4,16.3990097,22.4768283,20.28895262,0,105,35
202257,4,15.17679501,22.46883387,20.22767952,0,96,32
203536,4,16.62105942,22.43305901,20.26250209,0,123,41
205979,4,11.83264065,22.43996181,20.40834623,0,198,66
207899,4,11.2410202,22.466205,20.37398543,0,267,89
199960,4,15.27522087,22.72549149,20.18684324,0,0,0
199704,4,17.06372452,22.64204383,20.23197959,0,15,5
205599,4,10.84568119,22.50172175,20.34614394,0,192,64
207006,4,14.08329678,22.5435438,20.47316101,0,234,78
200733,4,12.55783749,22.49933069,20.33463529,0,54,18
200349,4,16.9183712,22.72577549,20.22434688,0,3,1
206621,4,15.64508724,22.48833111,20.40648204,0,228,76
199965,4,20.69613457,22.58996405,20.21365397,0,36,12
205219,4,10.66155529,22.44047361,20.21139192,0,180,60
203939,4,14.10602474,22.49834823,20.22211473,0,147,49
204834,4,11.50864792,22.42725549,20.23321595,0,174,58
207394,4,10.88000298,22.41902084,20.42735167,0,249,83
204321,4,13.38838005,22.46540012,20.15615906,0,156,52
200101,4,10.86706924,22.54196206,20.33916986,0,51,17
201124,4,20.23753166,22.6433952,20.16861399,0,24,8
203684,4,14.6653595,22.43067187,20.29281174,0,120,40
200996,4,18.59967041,22.65790936,20.13704487,0,21,7
201001,4,17.10536385,22.61108402,20.13847642,0,39,13
203176,4,14.39228821,22.43819687,20.31973208,0,111,37
202664,4,11.44006348,22.43807149,20.335044,0,90,30
199598,4,25.92493629,22.62761815,20.20014798,0,30,10
201518,4,16.16761971,22.53188031,20.27504309,0,66,22
203443,4,15.70283127,22.43754912,20.25395547,0,132,44
200375,4,12.93291283,22.55088244,20.26221033,0,48,16
207798,4,10.26122189,22.40617363,20.39656495,0,261,87
206260,4,16.4747715,22.40081921,20.40476349,0,216,72
201908,4,17.18789101,22.50459582,20.37522369,0,75,25
204730,4,12.88554764,22.46193316,20.20624737,0,153,51
202168,4,15.69425488,22.508143,20.36639729,0,78,26
207294,4,8.679617882,22.44139755,20.47616237,0,243,81
200636,4,11.84096909,22.54797365,20.33053769,0,57,19
203068,4,10.47022438,22.45043867,20.26869792,0,114,38
202563,4,15.78883553,22.47289421,20.24646795,0,102,34
204225,4,13.44909,22.47115758,20.17130039,0,159,53
203840,4,16.75279617,22.49508971,20.22860335,0,141,47
205888,4,9.852274895,22.43612403,20.3598613,0,207,69
200519,4,17.94811058,22.65173999,20.18547556,0,18,6
206534,4,14.64263248,22.46584511,20.42006855,0,222,74
205510,4,10.10719109,22.4415318,20.28681203,0,183,61
206921,4,11.83999825,22.53850981,20.46395436,0,237,79
201417,4,16.32897758,22.6007377,20.30242899,0,69,23
205128,4,13.19139385,22.47718321,20.34797232,0,189,63
201807,4,14.81852245,22.47243729,20.28584886,0,99,33
199503,4,17.36511993,22.69295221,20.23910265,0,6,2
207699,4,9.628688812,22.47747442,20.3950629,0,255,85
203349,4,16.58957672,22.45330116,20.27264416,0,129,43
204629,4,13.50887394,22.43923684,20.26563518,0,165,55
202964,4,14.8917675,22.422182,20.32096258,0,108,36
205017,4,12.72479439,22.47454824,20.19515344,0,168,56
205791,4,10.38798332,22.46816403,20.42591274,0,201,67
207583,4,7.671963215,22.48995326,20.38734446,0,252,84
203742,4,15.13989449,22.48518033,20.23559557,0,144,48
206813,4,15.08106327,22.47568071,20.40333638,0,225,75
201309,4,15.2768755,22.54521432,20.2482672,0,60,20
206172,4,14.91748047,22.41358842,20.4552995,0,213,71
207196,4,10.5432148,22.50275721,20.48933582,0,240,80
202467,4,13.94008255,22.52218497,20.37365238,0,63,21
202083,4,14.80941582,22.46633655,20.33978241,0,93,31
199398,4,25.33965302,22.63876191,20.12930467,0,27,9
205413,4,11.4979353,22.42953857,20.27321711,0,177,59
201706,4,14.81889153,22.49803433,20.35076094,0,72,24
204137,4,17.9858017,22.43541776,20.26320337,0,126,42
204520,4,13.07431221,22.45430879,20.22641427,0,162,54
202863,4,13.37354469,22.44961439,20.24740275,0,117,39
206445,4,15.82241631,22.43308238,20.3892391,0,219,73
199282,4,17.55132294,22.66550224,20.27259383,0,9,3
207094,4,8.954776764,22.447411,20.45635548,0,246,82
206075,4,11.55617142,22.39390103,20.38154782,0,204,68
201211,4,15.70358276,22.58818643,20.16834383,0,45,15
204926,4,11.69931221,22.49617344,20.23778624,0,171,57
199806,4,24.25285721,22.63695418,20.19331497,0,33,11
203261,4,17.56928253,22.44579322,20.19976896,0,135,45
204034,5,17.9230442,13.18325697,19.85938618,0,138,46
200839,5,28.84894753,13.32516379,20.07850438,0,12,4
200325,5,24.26324272,13.24482743,20.13755812,0,42,14
205317,5,18.3894577,13.27961134,19.89966742,0,186,62
207492,5,14.72160149,13.4275357,20.05275535,0,258,86
206345,5,16.16779327,13.36458035,19.92555377,0,210,70
202766,5,19.33530998,13.1555635,19.85083744,0,105,35
203534,5,22.85350037,13.08683862,19.88477836,0,123,41
202254,5,23.93202782,13.0992134,19.95627005,0,96,32
199702,5,29.28460693,13.30880542,20.10648837,0,15,5
199957,5,38.50950623,13.40167918,20.11433777,0,0,0
207892,5,16.82938957,13.37690473,20.04135301,0,267,89
207003,5,16.71175385,13.57804387,20.05130019,0,234,78
205594,5,21.50362396,13.34408842,20.03408839,0,192,64
200346,5,34.93927002,13.37826101,20.22160853,0,3,1
200730,5,28.19318581,13.10521707,20.06000395,0,54,18
199961,5,26.6801815,13.29491386,20.15426009,0,36,12
203673,5,25.49048615,13.08613086,19.77379437,0,120,40
205977,5,22.12643433,13.33523502,19.99697956,0,198,66
206616,5,9.829105377,13.55050123,19.82624693,0,228,76
203935,5,27.92463493,13.04020552,19.84346134,0,147,49
205215,5,16.23727226,13.27366618,19.92812008,0,180,60
200991,5,27.93564987,13.31277485,20.12150133,0,21,7
204830,5,19.64073372,13.30944996,19.93600074,0,174,58
204318,5,24.91212654,13.07068742,19.89919214,0,156,52
207390,5,16.26082039,13.55343573,20.11297011,0,249,83
201123,5,26.6184082,13.31227275,20.17939708,0,24,8
202659,5,28.99370575,13.05807905,19.90340549,0,90,30
203170,5,26.69032288,13.13457771,19.76210465,0,111,37
200999,5,27.80737877,13.37460453,20.17198971,0,39,13
200100,5,23.06654167,13.16039154,20.05127988,0,51,17
201515,5,27.98047638,13.25245702,19.97892749,0,66,22
199596,5,25.39380264,13.20514797,20.15668542,0,30,10
200371,5,23.19486809,13.16700471,20.06289027,0,48,16
207795,5,15.92876148,13.39059268,20.03725182,0,261,87
201906,5,24.38259506,13.15993937,20.01032104,0,75,25
206256,5,14.15997696,13.27032008,19.92047914,0,216,72
203440,5,21.74850845,13.1589739,19.94948752,0,132,44
204726,5,29.76335335,13.05346355,19.79839075,0,153,51
202164,5,27.4620533,13.07405102,19.96353147,0,78,26
203835,5,29.32542229,13.07936615,19.82296323,0,141,47
207290,5,16.42284775,13.63053223,20.00305093,0,243,81
205882,5,17.76636696,13.27246439,19.89302196,0,207,69
200633,5,30.68686295,13.16660528,20.00325109,0,57,19
203064,5,25.70888329,13.20122232,19.80100061,0,114,38
204223,5,25.74951935,13.14410851,19.97958286,0,159,53
206530,5,10.97930717,13.44165694,19.83434599,0,222,74
205505,5,18.8844223,13.31847821,19.92945689,0,183,61
202560,5,21.98787498,13.09899449,19.80463273,0,102,34
201414,5,21.88516235,13.27740042,19.97477827,0,69,23
205126,5,19.40509987,13.39358394,19.94530967,0,189,63
200517,5,28.25793076,13.31858881,20.08361851,0,18,6
206917,5,18.19321251,13.53751684,20.11998516,0,237,79
199498,5,30.57971191,13.31418035,20.07370601,0,6,2
203726,5,30.62070084,13.07320675,19.80517999,0,144,48
201804,5,22.20533943,13.14347482,19.9247318,0,99,33
202962,5,21.182621,13.13262996,19.94336444,0,108,36
204626,5,23.27364349,13.17555537,19.98732041,0,165,55
207696,5,17.07567978,13.61977552,20.11498464,0,255,85
203344,5,22.05838776,13.15635882,19.92002908,0,129,43
205014,5,19.67360497,13.16726578,19.93757238,0,168,56
201306,5,21.87426376,13.20499369,19.94927666,0,60,20
207194,5,19.13812447,13.53810628,20.12801743,0,240,80
206809,5,10.56969738,13.53183003,19.88573148,0,225,75
206168,5,17.87374306,13.24119359,19.89751189,0,213,71
207581,5,18.67716408,13.58674938,20.14814262,0,252,84
205788,5,17.66261482,13.26040436,20.02245496,0,201,67
205410,5,17.96986198,13.2617485,19.99585526,0,177,59
202465,5,24.5867691,13.16320489,19.96594402,0,63,21
202080,5,30.88758659,13.03658605,19.90142093,0,93,31
201703,5,25.1328907,13.22795377,19.92569853,0,72,24
204134,5,24.83924294,13.27070304,19.97939184,0,126,42
204517,5,19.72645378,13.31474322,19.98525659,0,162,54
199396,5,26.73617935,13.25314311,19.91173894,0,27,9
206441,5,14.28789806,13.17551841,19.8144881,0,219,73
202860,5,21.51390266,13.16467281,19.800384,0,117,39
207090,5,17.14699936,13.6427336,19.98977596,0,246,82
199280,5,30.00302887,13.41821952,20.20850045,0,9,3
206070,5,16.14117622,13.13819695,19.90589453,0,204,68
203259,5,25.3090992,13.08640048,19.91780854,0,135,45
201210,5,24.5112648,13.10452766,20.06021918,0,45,15
202367,5,20.07467842,13.05500163,20.06627414,0,87,29
201599,5,29.34562874,13.03383492,19.90036246,0,81,27
206718,5,14.75638485,13.46608981,20.01515216,0,231,77
201982,5,21.40211296,13.02446667,19.90026435,0,84,28
199805,5,26.74658775,13.21749787,20.14556755,0,33,11
205693,5,20.24781227,13.25728989,20.0038627,0,195,65
207997,5,16.25255775,13.34963955,20.0346666,0,264,88
204412,5,24.16540146,13.04240497,19.82442883,0,150,50
204924,5,16.30161285,13.3333523,19.85062459,0,171,57
207111,6,41.36987305,14.63730043,22.93342497,0,246,82
199814,6,10.64886856,15.93789356,21.82061374,0,33,11
204934,6,10.40268135,14.40951118,22.54837785,0,171,57
204425,6,15.78679752,14.66929486,22.59316303,0,150,50
206089,6,21.80661964,14.56481056,23.12579219,0,204,68
201224,6,8.479272842,15.58258027,21.94972327,0,45,15
203272,6,17.63296509,15.16126418,22.49003078,0,135,45
208008,6,39.21970749,14.62057336,22.90065123,0,264,88
206735,6,16.35130882,14.73172842,22.96675227,0,231,77
202382,6,44.65163803,15.09627302,22.45927553,0,87,29
205709,6,24.15153122,14.64732963,23.07954075,0,195,65
204050,6,21.09080887,15.05915702,22.47227757,0,138,46
201617,6,23.6608448,15.14008283,22.44836978,0,81,27
207505,6,12.58012009,14.67969699,22.80289958,0,258,86
202001,6,36.49172592,15.14100761,22.52565652,0,84,28
200848,6,8.860609055,16.10026392,21.80237572,0,12,4
205335,6,14.82539845,14.92785319,22.5279886,0,186,62
200345,6,7.243750572,15.66015647,21.9009956,0,42,14
206361,6,27.83007431,14.5484674,23.29118625,0,210,70
199711,6,8.694381714,15.81479016,21.98287942,0,15,5
202270,6,12.20436287,15.15425043,22.4540972,0,96,32
202780,6,15.99904537,15.24824163,22.45729078,0,105,35
203555,6,6.712636948,14.93563822,22.65865404,0,123,41
207911,6,48.71796417,14.69441452,23.19805832,0,267,89
199979,6,10.14190006,15.80731574,21.76848046,0,36,12
201129,6,16.59289932,16.09699293,21.90925456,0,24,8
200745,6,14.2135334,15.30287278,22.1824403,0,54,18
207016,6,24.88981056,14.74309494,23.04242209,0,234,78
